uid,breed,ani_age,date,weight,is_medical,product_group,product_name,product_count,wellness_plan,visit_number,visit_more_than_once,max_num_visit,first_visit_spend,total_future_spend
3_1317,German Wirehaired Pointer,7.0,2020-03-08,0.0,0,Boarding,Boarding (Additional Pet),0,0,1,0,1,198.75,0.0
3_1325,Australian Shepherd,3.0,2020-02-21,0.0,0,Boarding,Daycare,0,0,1,1,12,25.0,298.99
3_1326,Terrier Mix,7.0,2020-02-24,0.0,0,Staff Bath,Basic Bath,0,0,1,0,1,60.0,0.0
3_1326,Terrier Mix,7.0,2020-02-24,0.0,0,Boarding,15-Minute Personal Dog Walk,0,0,1,0,1,60.0,0.0
3_1326,Terrier Mix,7.0,2020-02-24,0.0,0,Boarding,Daycare,0,0,1,0,1,60.0,0.0
3_1350,English Springer Spaniel,3.0,2020-02-27,0.0,0,Boarding,Daycare,0,0,1,0,1,25.0,0.0
3_1355,Staffordshire Bull Terrier,4.0,2020-02-24,0.0,0,Boarding,Daycare,0,0,1,1,9,25.0,260.0
3_1361,"Welsh Corgi, Pembroke",7.0,2020-05-22,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,90.0,0.0
3_1361,"Welsh Corgi, Pembroke",7.0,2020-05-22,0.0,0,Staff Bath,Tea Tree Shampoo,0,0,1,0,1,90.0,0.0
3_1361,"Welsh Corgi, Pembroke",7.0,2020-05-22,0.0,0,Staff Bath,Teeth Brushing,0,0,1,0,1,90.0,0.0
3_1361,"Welsh Corgi, Pembroke",7.0,2020-05-22,0.0,0,Tips,Tip,0,0,1,0,1,90.0,0.0
3_1371,Beagle Mix,4.0,2020-04-28,39.8,1,Professional Services,Examination,0,0,1,0,1,184.55,0.0
3_1371,Beagle Mix,4.0,2020-04-28,39.8,1,Parasite Control,Simparica Trio 22.1-44 lbs - per dose,0,0,1,0,1,184.55,0.0
3_1371,Beagle Mix,4.0,2020-04-28,39.8,1,Vaccinations,Leptospirosis (1 year),0,0,1,0,1,184.55,0.0
3_1371,Beagle Mix,4.0,2020-04-28,39.8,1,Laboratory - In-house,Vetscan Rapid Heartworm Test,0,0,1,0,1,184.55,0.0
3_1371,Beagle Mix,4.0,2020-04-28,39.8,1,Vaccinations,Bordetella (Intranasal),0,0,1,0,1,184.55,0.0
3_1395,Terrier Mix,8.0,2020-07-11,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,3,60.0,120.0
3_1399,Standard Poodle,4.0,2020-02-21,0.0,0,Boarding,Daycare,0,0,1,1,2,25.0,25.0
3_1405,Golden Retriever,4.0,2020-03-06,65.0,0,Staff Bath,Teeth Brushing,0,0,1,0,1,105.0,0.0
3_1405,Golden Retriever,4.0,2020-03-06,65.0,0,Grooming (Full Service),De-Shedding Treatment,0,0,1,0,1,105.0,0.0
3_1405,Golden Retriever,4.0,2020-03-06,65.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,105.0,0.0
3_1412,"Collie, Rough",6.0,2020-02-26,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,2,60.0,110.0
3_1430,Miniature Golden Doodle,5.0,2020-03-18,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,68.0,0.0
3_1431,Shetland Sheepdog,8.0,2020-03-01,19.4,0,Boarding,Boarding (Additional Pet),0,0,1,1,4,535.0,679.88
3_1431,Shetland Sheepdog,8.0,2020-03-01,19.4,0,Staff Bath,Basic Bath,0,0,1,1,4,535.0,679.88
3_1431,Shetland Sheepdog,8.0,2020-03-01,19.4,0,Staff Bath,Teeth Brushing,0,0,1,1,4,535.0,679.88
3_1432,Great Dane,5.0,2020-03-01,161.2,0,Staff Bath,Basic Bath,0,0,1,1,4,631.0,687.75
3_1432,Great Dane,5.0,2020-03-01,161.2,0,Boarding,Boarding,0,0,1,1,4,631.0,687.75
3_1432,Great Dane,5.0,2020-03-01,161.2,0,Staff Bath,Teeth Brushing,0,0,1,1,4,631.0,687.75
3_1442,Golden Doodle,2.0,2020-10-07,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,70.0,0.0
3_1454,Chihuahua,14.0,2020-06-19,0.0,0,Tips,Tip,0,0,1,0,1,50.0,0.0
3_1454,Chihuahua,14.0,2020-06-19,0.0,0,Staff Bath,Nail Trim (Grooming),0,0,1,0,1,50.0,0.0
3_1454,Chihuahua,14.0,2020-06-19,0.0,0,Staff Bath,Basic Bath,0,0,1,0,1,50.0,0.0
3_1479,White lab,3.0,2020-03-02,0.0,0,Boarding,Boarding,0,0,1,1,2,160.0,83.09
3_1483,Norfolk Terrier,12.0,2020-06-19,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,45.0,0.0
3_1503,Belgian Shepherd Dog (Malinois),5.0,2020-02-20,0.0,0,Boarding,Boarding,0,0,1,1,2,40.0,25.0
3_1508,Australian Shepherd mix,2.0,2020-03-09,0.0,0,Boarding,Daycare,0,2,1,0,1,245.0,0.0
3_1508,Australian Shepherd mix,2.0,2020-03-09,0.0,0,Boarding,Daycare - 10 Day Package,0,2,1,0,1,245.0,0.0
3_1517,mini labradoodle,4.0,2020-02-26,0.0,0,Boarding,VIP Boarding,0,0,1,1,2,130.0,227.5
3_1518,Golden Retriever,5.0,2020-05-27,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,2,95.0,95.0
3_1558,English Springer Spaniel,5.0,2020-03-10,0.0,0,Boarding,Daycare,0,0,1,1,4,73.75,230.0
3_1558,English Springer Spaniel,5.0,2020-03-10,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,4,73.75,230.0
3_1560,German Shorthaired Pointer,4.0,2020-05-11,0.0,0,Staff Bath,Nail Trim (Grooming),0,0,1,0,1,45.0,0.0
3_1560,German Shorthaired Pointer,4.0,2020-05-11,0.0,0,Staff Bath,Basic Bath,0,0,1,0,1,45.0,0.0
3_1560,German Shorthaired Pointer,4.0,2020-05-11,0.0,0,Boarding,15 Dollar Daycare,0,0,1,0,1,45.0,0.0
3_1574,Maltipoo,3.0,2020-03-23,7.4,1,Professional Services,Examination,0,0,1,1,2,145.98,55.0
3_1574,Maltipoo,3.0,2020-03-23,7.4,1,Laboratory - In-house,Vetscan Rapid Heartworm Test,0,0,1,1,2,145.98,55.0
3_1574,Maltipoo,3.0,2020-03-23,7.4,0,Grooming (Full Service),Full Service Groom,0,0,1,1,2,145.98,55.0
3_1574,Maltipoo,3.0,2020-03-23,7.4,1,Parasite Control,Interceptor Plus (2-8 lbs) - per dose,0,0,1,1,2,145.98,55.0
3_1579,Terrier Mix,4.0,2020-06-22,0.0,0,Boarding,Frozen Peanut Butter Snack Kong,0,0,1,0,1,232.0,0.0
3_1579,Terrier Mix,4.0,2020-06-22,0.0,0,Boarding,Boarding,0,0,1,0,1,232.0,0.0
3_1592,Golden Retriever,2.0,2020-04-10,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,90.0,0.0
3_1592,Golden Retriever,2.0,2020-04-10,0.0,0,Grooming (Full Service),De-Shedding Treatment,0,0,1,0,1,90.0,0.0
3_1597,German Shepherd Dog,6.0,2020-02-23,0.0,0,Boarding,Daycare,0,0,1,1,2,25.0,130.0
3_1606,Chihuahua (long Coat),5.0,2020-06-27,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,55.0,0.0
3_1608,French Bulldog,4.0,2020-03-05,0.0,0,Staff Bath,Basic Bath,0,0,1,1,6,35.0,180.0
3_1608,French Bulldog,4.0,2020-03-05,0.0,0,Staff Bath,Teeth Brushing,0,0,1,1,6,35.0,180.0
3_1645,Greater Swiss Mountain Dog,12.0,2020-04-20,0.0,0,Staff Bath,Basic Bath,0,0,1,0,1,20.0,0.0
3_1646,Labrador / German Shepard Cross,8.0,2020-04-20,0.0,0,Staff Bath,Basic Bath,0,0,1,0,1,20.0,0.0
3_1670,Sheepdog Mix,2.0,2020-03-13,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,2,85.0,100.0
3_1693,Border Collie Mix,3.0,2020-07-05,0.0,0,Boarding,Boarding (Additional Pet),0,0,1,0,1,36.58,0.0
3_1693,Border Collie Mix,3.0,2020-07-05,0.0,0,Retail,"BEEF SAUSAGE 12""",0,0,1,0,1,36.58,0.0
3_1698,Whippet,11.0,2020-03-30,0.0,0,Boarding,15 Dollar Daycare,0,0,1,1,7,15.0,90.0
3_170,Golden Retriever,8.0,2020-02-20,0.0,0,Boarding,Daycare,0,0,1,1,2,25.0,25.0
3_1700,Lab Mix,9.0,2020-02-28,0.0,0,Grooming (Full Service),Brush Out,0,0,1,0,1,65.0,0.0
3_1700,Lab Mix,9.0,2020-02-28,0.0,0,Staff Bath,Basic Bath,0,0,1,0,1,65.0,0.0
3_1711,Yorkshire Terrier,15.0,2020-02-20,7.6,0,Boarding,Daycare,0,0,1,1,19,50.0,1598.0
3_1711,Yorkshire Terrier,15.0,2020-02-21,7.6,0,Boarding,Daycare,0,0,1,1,19,50.0,1598.0
3_1717,Lagotto Romagnolo,2.0,2020-02-27,0.0,0,Staff Bath,Basic Bath,0,0,1,0,1,25.0,0.0
3_1739,Golden Doodle,2.0,2020-03-20,25.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,2,68.0,25.0
3_1749,Daschund/Yorkie Mix,6.0,2020-02-21,0.0,0,Boarding,Daycare,0,0,1,1,5,25.0,145.0
3_175,Minature Schnauzer,4.0,2020-03-03,12.0,0,Staff Bath,Oatmeal & Baking Soda Bath,0,0,1,1,3,100.0,195.0
3_175,Minature Schnauzer,4.0,2020-03-03,12.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,3,100.0,195.0
3_175,Minature Schnauzer,4.0,2020-03-03,12.0,0,Boarding,Daycare,0,0,1,1,3,100.0,195.0
3_175,Minature Schnauzer,4.0,2020-03-03,12.0,0,Staff Bath,Teeth Brushing,0,0,1,1,3,100.0,195.0
3_1750,Terrier Mix,5.0,2020-02-21,0.0,0,Boarding,Daycare (Additional Pet),0,0,1,1,4,20.0,90.0
3_1754,English setter mix,4.0,2020-06-03,0.0,0,Staff Bath,Basic Bath,0,0,1,0,1,65.0,0.0
3_1755,Chihuahua mix,2.0,2020-05-21,0.0,0,Boarding,15 Dollar Daycare,0,0,1,0,1,15.0,0.0
3_1756,Labradoodle,11.0,2020-02-27,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,3,100.0,200.0
3_1776,Shiba Inu,3.0,2020-03-15,0.0,0,Staff Bath,Basic Bath,0,0,1,0,1,120.0,0.0
3_1776,Shiba Inu,3.0,2020-03-15,0.0,0,Boarding,Boarding,0,0,1,0,1,120.0,0.0
3_1777,Yorkiepoo (Yorkie/Mini Poodle),8.0,2020-03-15,0.0,0,Boarding,Boarding (Additional Pet),0,0,1,0,1,90.0,0.0
3_1777,Yorkiepoo (Yorkie/Mini Poodle),8.0,2020-03-15,0.0,0,Staff Bath,Basic Bath,0,0,1,0,1,90.0,0.0
3_1792,Maltipoo,8.0,2020-03-18,0.0,0,Staff Bath,Teeth Brushing,0,0,1,1,2,56.19,60.0
3_1792,Maltipoo,8.0,2020-03-18,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,2,56.19,60.0
3_1798,mutt,2.0,2020-03-04,0.0,0,Boarding,Daycare,0,0,1,1,2,25.0,25.0
3_1803,Golden Doodle,6.0,2020-03-11,50.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,82.0,0.0
3_1804,Lhasa Apso,11.0,2020-02-22,0.0,0,Retail,Baked Treats : Regular Cookies,0,0,1,1,2,72.29,60.0
3_1804,Lhasa Apso,11.0,2020-02-22,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,2,72.29,60.0
3_1805,chihuahua/shih tzu mix,13.0,2020-04-16,0.0,0,Staff Bath,Teeth Brushing,0,0,1,0,1,55.0,0.0
3_1805,chihuahua/shih tzu mix,13.0,2020-04-16,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,55.0,0.0
3_1824,Yorkshire Terrier,6.0,2020-04-25,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,55.0,0.0
3_183,Black Lab,2.0,2020-03-02,0.0,0,Boarding,Boarding,0,0,1,0,1,80.0,0.0
3_1855,Goldendoodle,2.0,2020-03-30,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,105.0,0.0
3_1861,Goldendoodle,2.0,2020-04-16,0.0,0,Staff Bath,Basic Bath,0,0,1,1,3,30.0,200.0
3_1864,Poodle,7.0,2020-03-04,45.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,3,100.0,190.0
3_1868,Cavapoo,2.0,2020-02-20,0.0,0,Boarding,Daycare,0,0,1,1,6,25.0,220.0
3_1870,King Charles Spaniel,14.0,2020-02-28,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,3,50.0,117.0
3_1881,Shih-Poo,3.0,2020-03-27,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,2,55.0,46.0
3_1890,Golden Doodle,4.0,2020-03-31,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,85.0,0.0
3_1898,Blackmouth Cur Mix,3.0,2020-04-25,0.0,0,Staff Bath,Basic Bath,0,0,1,0,1,20.0,0.0
3_1904,Cavapoo,3.0,2020-04-14,22.8,1,Professional Services,Examination,0,0,1,1,6,142.45,362.0
3_1904,Cavapoo,3.0,2020-04-14,22.8,1,Vaccinations,Leptospirosis (1 year),0,0,1,1,6,142.45,362.0
3_1904,Cavapoo,3.0,2020-04-14,22.8,1,Laboratory - In-house,Vetscan Rapid Heartworm Test,0,0,1,1,6,142.45,362.0
3_1904,Cavapoo,3.0,2020-04-14,22.8,1,Vaccinations,Bordetella (Intranasal),0,0,1,1,6,142.45,362.0
3_1904,Cavapoo,3.0,2020-04-14,22.8,0,Grooming (Full Service),Full Service Groom,0,0,1,1,6,142.45,362.0
3_1905,austrian Doodle,6.0,2020-03-17,0.0,0,Staff Bath,Basic Bath,0,0,1,1,7,100.0,490.0
3_1905,austrian Doodle,6.0,2020-03-17,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,7,100.0,490.0
3_1920,Bouvier Des Flandres,2.0,2020-02-27,0.0,0,Boarding,Daycare,0,0,1,1,12,25.0,339.99
3_1925,Pomeranian,2.0,2020-03-13,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,3,29.19,120.0
3_1925,Pomeranian,2.0,2020-03-13,0.0,0,Retail,Pure Vita Holistic Cat Treats Freeze dried Chicken,0,0,1,1,3,29.19,120.0
3_1931,Sheepadoodle,2.0,2020-02-20,0.0,0,Boarding,Daycare,0,0,1,1,16,25.0,809.82
3_1941,French Bulldog,3.0,2020-02-20,0.0,0,Boarding,Daycare,0,0,1,1,3,25.0,50.0
3_1943,Cavalier King Charles Spaniel,8.0,2020-06-15,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,70.0,0.0
3_1945,Schnoodle (Schnauzer Poodle),7.0,2020-04-21,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,75.0,0.0
3_1945,Schnoodle (Schnauzer Poodle),7.0,2020-04-21,0.0,0,Staff Bath,Teeth Brushing,0,0,1,0,1,75.0,0.0
3_1946,English Bulldog,9.0,2020-05-01,53.2,1,Professional Services,Examination,0,0,1,0,1,393.46,0.0
3_1946,English Bulldog,9.0,2020-05-01,53.2,1,Medication,TrizUltra+Keto 4 oz,0,0,1,0,1,393.46,0.0
3_1946,English Bulldog,9.0,2020-05-01,53.2,1,Medication,"Apoquel, 16 mg Tablets",0,0,1,0,1,393.46,0.0
3_1946,English Bulldog,9.0,2020-05-01,53.2,1,Medication,Ketoconazole 200mg tablet,0,0,1,0,1,393.46,0.0
3_1946,English Bulldog,9.0,2020-05-01,53.2,1,Diagnostics,Skin Cytology,0,0,1,0,1,393.46,0.0
3_1946,English Bulldog,9.0,2020-05-01,53.2,1,Medication,"Apoquel, 3.6 mg Tablets",0,0,1,0,1,393.46,0.0
3_1946,English Bulldog,9.0,2020-05-01,53.2,1,Medication,Cefpoderm Tablets 200mg,0,0,1,0,1,393.46,0.0
3_1958,Cavalier King Charles Spaniel X,2.0,2020-02-22,12.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,65.0,0.0
3_1959,Maltese,8.0,2020-02-22,12.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,75.0,0.0
3_1961,Siberian Husky,5.0,2020-04-11,67.0,0,Retail,Baked Treats : Regular Cookies,0,0,1,1,6,1.95,127.38
3_1964,Golden Doodle,2.0,2020-02-20,25.0,0,Boarding,Daycare,0,0,1,0,1,25.0,0.0
3_1965,Golden Doodle,,2020-02-20,40.0,0,Boarding,Daycare,0,0,1,1,6,25.0,182.29
3_1966,Shih Tzu,2.0,2020-02-20,8.0,0,Boarding,Daycare,0,0,1,1,4,25.0,150.0
3_1970,Pitbull,2.0,2020-03-03,35.0,0,Staff Bath,Basic Bath,0,0,1,1,5,171.0,1267.5
3_1970,Pitbull,2.0,2020-03-03,35.0,0,Boarding,Boarding,0,0,1,1,5,171.0,1267.5
3_1970,Pitbull,2.0,2020-03-03,35.0,0,Staff Bath,Nail Trim (Grooming),0,0,1,1,5,171.0,1267.5
3_1970,Pitbull,2.0,2020-03-04,35.0,0,Boarding,Daycare (Additional Pet),0,0,1,1,5,171.0,1267.5
3_1973,Yorkshire Terrier,14.0,2020-02-26,9.8,0,Staff Bath,Oatmeal & Baking Soda Bath,0,0,1,1,4,68.0,527.25
3_1973,Yorkshire Terrier,14.0,2020-02-26,9.8,0,Grooming (Full Service),Full Service Groom,0,0,1,1,4,68.0,527.25
3_1977,Papillon,2.0,2020-02-21,6.0,0,Boarding,15-Minute Personal Dog Walk,0,0,1,0,1,40.0,0.0
3_1977,Papillon,2.0,2020-02-21,6.0,0,Boarding,Daycare,0,0,1,0,1,40.0,0.0
3_1985,Siberian Husky,7.0,2020-02-22,80.0,0,Staff Bath,Basic Bath,0,0,1,0,1,70.0,0.0
3_1986,French Bulldog,,2020-03-03,20.0,0,Retail,WERUVA PAW LICKIN CHICKEN 5.5 OZ,0,0,1,1,3,433.28,302.5
3_1986,French Bulldog,,2020-03-03,20.0,0,Boarding,Treat & Play Package,0,0,1,1,3,433.28,302.5
3_1986,French Bulldog,,2020-03-03,20.0,0,Retail,DITK THE DOUBLE DIP 10 OZ,0,0,1,1,3,433.28,302.5
3_1986,French Bulldog,,2020-03-03,20.0,0,Boarding,Busy Pup Package,0,0,1,1,3,433.28,302.5
3_1986,French Bulldog,,2020-03-03,20.0,0,Boarding,Boarding,0,0,1,1,3,433.28,302.5
3_1990,0.0,,2020-02-25,0.0,0,Boarding,Daycare,0,0,1,0,1,25.0,0.0
3_1993,Yorkshire Terrier,5.0,2020-03-07,6.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,50.0,0.0
3_1995,French Bulldog,2.0,2020-02-24,15.0,0,Boarding,VIP Boarding,0,0,1,0,1,260.0,0.0
3_1996,Mixed Breed - Large,,2020-02-25,0.0,0,Staff Bath,Basic Bath,0,0,1,1,3,55.0,85.0
3_1997,Boston Terrier,3.0,2020-02-25,20.0,0,Staff Bath,Ear Cleaning,0,0,1,1,2,40.0,18.0
3_1997,Boston Terrier,3.0,2020-02-25,20.0,0,Staff Bath,Basic Bath,0,0,1,1,2,40.0,18.0
3_1997,Boston Terrier,3.0,2020-02-25,20.0,0,Staff Bath,Nail Trim (Grooming),0,0,1,1,2,40.0,18.0
3_1998,Labradoodle,2.0,2020-03-04,27.0,0,Boarding,Boarding,0,0,1,1,2,309.0,25.0
3_1998,Labradoodle,2.0,2020-03-04,27.0,0,Boarding,Frozen Peanut Butter Snack Kong,0,0,1,1,2,309.0,25.0
3_1998,Labradoodle,2.0,2020-03-04,27.0,0,Staff Bath,Basic Bath,0,0,1,1,2,309.0,25.0
3_1998,Labradoodle,2.0,2020-03-04,27.0,0,Boarding,Cuddles & Cookies Package,0,0,1,1,2,309.0,25.0
3_1998,Labradoodle,2.0,2020-03-04,27.0,0,Boarding,Treat & Play Package,0,0,1,1,2,309.0,25.0
3_1999,Golden Retriever,,2020-02-26,55.0,0,Boarding,Daycare,0,0,1,1,2,25.0,15.0
3_2000,Havanese,8.0,2020-02-27,10.0,0,Boarding,15-Minute Personal Dog Walk,0,0,1,0,1,20.0,0.0
3_2000,Havanese,8.0,2020-02-27,10.0,0,Boarding,Lunchtime Treats,0,0,1,0,1,20.0,0.0
3_2001,Golden Doodle,8.0,2020-02-27,70.0,0,Boarding,15-Minute Personal Dog Walk,0,0,1,0,1,20.0,0.0
3_2001,Golden Doodle,8.0,2020-02-27,70.0,0,Boarding,Lunchtime Treats,0,0,1,0,1,20.0,0.0
3_2013,Labrador Retriever,2.0,2020-08-21,30.0,0,Boarding,Boarding 08-19-2020 -> 08-21-2020,0,0,1,0,1,95.0,0.0
3_2013,Labrador Retriever,2.0,2020-08-21,30.0,0,Boarding,15-Minute Personal Dog Walk 08-19-2020 -> 08-21-2020,0,0,1,0,1,95.0,0.0
3_2014,Golden Retriever,3.0,2020-04-27,51.2,1,Professional Services,Examination,0,0,1,0,1,175.62,0.0
3_2014,Golden Retriever,3.0,2020-04-27,51.2,1,Medication,TrizUltra + Keto 12 oz,0,0,1,0,1,175.62,0.0
3_2014,Golden Retriever,3.0,2020-04-27,51.2,1,Medication,MOTAZOL 30GM BTL,0,0,1,0,1,175.62,0.0
3_2016,Rat Terrier,4.0,2020-03-02,12.0,0,Staff Bath,Whitening & Brightening Shampoo,0,0,1,0,1,45.0,0.0
3_2016,Rat Terrier,4.0,2020-03-02,12.0,0,Staff Bath,Basic Bath,0,0,1,0,1,45.0,0.0
3_2016,Rat Terrier,4.0,2020-03-02,12.0,0,Staff Bath,Nail Trim (Grooming),0,0,1,0,1,45.0,0.0
3_202,Standard Poodle,6.0,2020-03-05,0.0,0,Staff Bath,Oatmeal & Baking Soda Bath,0,0,1,1,4,595.0,183.0
3_202,Standard Poodle,6.0,2020-03-05,0.0,0,Staff Bath,Basic Bath,0,0,1,1,4,595.0,183.0
3_202,Standard Poodle,6.0,2020-03-05,0.0,0,Boarding,Boarding,0,0,1,1,4,595.0,183.0
3_2020,Labrador X,3.0,2020-03-04,35.0,0,Boarding,Daycare,0,0,1,1,5,25.0,95.5
3_2021,Schnauzer (miniature),11.0,2020-03-10,20.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,4,55.0,210.0
3_2022,Sheepdog,4.0,2020-03-06,85.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,125.0,0.0
3_2032,Golden Doodle,2.0,2020-04-22,23.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,80.0,0.0
3_2032,Golden Doodle,2.0,2020-04-22,23.0,0,Tips,Tip,0,0,1,0,1,80.0,0.0
3_2033,Scottish Terrier,,2020-03-10,20.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,2,55.0,55.0
3_2035,Golden Doodle,9.0,2020-03-09,77.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,9,200.0,1692.0
3_204,Standard Poodle,6.0,2020-02-20,0.0,0,Boarding,Daycare,0,1,1,1,3,125.0,245.0
3_204,Standard Poodle,6.0,2020-02-21,0.0,0,Boarding,Daycare,0,1,1,1,3,125.0,245.0
3_2041,Cocker Spaniel,6.0,2020-03-11,15.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,58.0,0.0
3_2042,Mixed Breed - Large,,2020-03-06,60.0,0,Staff Bath,Nail Trim (Grooming),0,0,1,0,1,30.0,0.0
3_2042,Mixed Breed - Large,,2020-03-06,60.0,0,Boarding,Daycare (Additional Pet),0,0,1,0,1,30.0,0.0
3_2043,Siberian Husky,,2020-03-06,40.0,0,Boarding,Daycare,0,0,1,0,1,35.0,0.0
3_2043,Siberian Husky,,2020-03-06,40.0,0,Staff Bath,Nail Trim (Grooming),0,0,1,0,1,35.0,0.0
3_2044,0.0,,2020-03-06,0.0,0,Boarding,Daycare,0,0,1,0,1,25.0,0.0
3_2056,Labrador X,7.0,2020-06-08,60.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,40.0,0.0
3_2061,Maltese,7.0,2020-06-20,22.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,120.0,0.0
3_2064,Pitbull X,1.0,2020-03-13,7.0,1,Professional Services,Examination,0,0,1,0,1,34.69,0.0
3_2064,Pitbull X,1.0,2020-03-13,7.0,1,Vaccinations,DHPP (Booster),0,0,1,0,1,34.69,0.0
3_2064,Pitbull X,1.0,2020-03-13,7.0,1,Medication,"Pyrantel Pamoate, 50mg/mL per mL",0,0,1,0,1,34.69,0.0
3_2065,Samoyed,4.0,2020-03-16,50.2,0,Retail,Baked Treats : Regular Cookies,0,0,1,1,7,119.16,831.16
3_2065,Samoyed,4.0,2020-03-16,50.2,0,Grooming (Full Service),De-Shedding Treatment,0,0,1,1,7,119.16,831.16
3_2065,Samoyed,4.0,2020-03-16,50.2,0,Grooming (Full Service),Full Service Groom,0,0,1,1,7,119.16,831.16
3_2069,Mixed Breed - Small,7.0,2020-03-10,18.8,1,Professional Services,Examination,0,0,1,0,1,57.0,0.0
3_2069,Mixed Breed - Small,7.0,2020-03-10,18.8,1,Vaccinations,Canine Rabies (1 year),0,0,1,0,1,57.0,0.0
3_2069,Mixed Breed - Small,7.0,2020-03-10,18.8,1,Hospital Supplies,Home Again Microchip,0,0,1,0,1,57.0,0.0
3_2072,0.0,2.0,2020-03-17,11.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,30.0,0.0
3_2073,Rat Terrier,5.0,2020-03-13,14.0,1,Professional Services,Examination,0,0,1,0,1,87.93,0.0
3_2073,Rat Terrier,5.0,2020-03-13,14.0,1,Medication,Ostilox Oral Suspension 1.5mg/ml 10ml,0,0,1,0,1,87.93,0.0
3_2073,Rat Terrier,5.0,2020-03-13,14.0,1,Medication,"Butorphanol, 10 mg/mL Injectable per mL",0,0,1,0,1,87.93,0.0
3_2073,Rat Terrier,5.0,2020-03-13,14.0,1,Vaccinations,Canine Rabies (3 year),0,0,1,0,1,87.93,0.0
3_2075,German Shepherd,2.0,2020-03-19,75.0,0,Boarding,Boarding,0,0,1,0,1,260.0,0.0
3_2075,German Shepherd,2.0,2020-03-19,75.0,0,Boarding,15-Minute Personal Dog Walk,0,0,1,0,1,260.0,0.0
3_2080,Australian Terrier,5.0,2020-03-12,12.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,50.0,0.0
3_2083,Pitbull X,4.0,2020-03-12,45.0,0,Boarding,Daycare,0,0,1,0,1,21.25,0.0
3_2087,Pitbull,5.0,2020-03-15,55.0,0,Retail,Nylabone Big Bacon,0,0,1,0,1,49.79,0.0
3_2087,Pitbull,5.0,2020-03-15,55.0,0,Staff Bath,Nail Trim (Grooming),0,0,1,0,1,49.79,0.0
3_2087,Pitbull,5.0,2020-03-15,55.0,0,Staff Bath,Basic Bath,0,0,1,0,1,49.79,0.0
3_2091,0.0,,2020-03-13,40.0,0,Retail,Baked Treats : Regular Cookies,0,0,1,0,1,35.58,0.0
3_2091,0.0,,2020-03-13,40.0,0,Boarding,Frozen Peanut Butter Snack Kong,0,0,1,0,1,35.58,0.0
3_2091,0.0,,2020-03-13,40.0,0,Boarding,,0,0,1,0,1,35.58,0.0
3_2093,Rhodesian Ridgeback,1.0,2020-03-13,31.2,1,Professional Services,Examination,0,0,1,1,4,61.0,110.3
3_2093,Rhodesian Ridgeback,1.0,2020-03-13,31.2,1,Vaccinations,DHPP (Booster),0,0,1,1,4,61.0,110.3
3_2093,Rhodesian Ridgeback,1.0,2020-03-13,31.2,1,Promotions,HomeAgain Microchip Implantation,0,0,1,1,4,61.0,110.3
